LoanID,CustomerID,LoanTypeID,LoanAmount_INR,InterestRate_Pct,Term_Months,StartDate,LoanStatus
LN-016861,CUST-04413,LT-101,3850000,9.36,360,2022-09-20,Active
LN-016862,CUST-10089,LT-103,590000,9.34,84,2023-07-21,Active
LN-016863,CUST-05306,LT-103,1270000,9.71,120,2021-09-15,Active
LN-016864,CUST-05754,LT-103,790000,12.24,84,2025-09-18,Active
LN-016865,CUST-09978,LT-101,3710000,9.78,360,2021-11-02,Active
LN-016866,CUST-01450,LT-101,2500000,10.38,360,2022-09-14,Active
LN-016867,CUST-00869,LT-102,480000,15.81,12,2023-10-27,Fully Paid
LN-016868,CUST-09985,LT-102,540000,14.18,48,2023-10-02,Active
LN-016869,CUST-02307,LT-101,3500000,9.46,180,2025-08-23,Active
LN-016870,CUST-12637,LT-104,930000,11.23,36,2024-05-25,Active
LN-016871,CUST-12680,LT-101,2090000,9.43,120,2022-10-23,Active
LN-016872,CUST-12231,LT-103,1180000,9.19,36,2022-04-13,Fully Paid
LN-016873,CUST-03764,LT-102,950000,14.08,36,2025-01-18,Active
LN-016874,CUST-03929,LT-102,280000,13.79,60,2024-10-13,Active
LN-016875,CUST-05890,LT-101,5990000,10.11,180,2023-09-23,Active
LN-016876,CUST-05952,LT-104,720000,9.98,48,2025-01-20,Active
LN-016877,CUST-13913,LT-101,8100000,8.0,240,2022-06-03,Active
LN-016878,CUST-08593,LT-101,2630000,8.28,180,2022-11-17,Active
LN-016879,CUST-08261,LT-102,470000,13.26,48,2024-04-18,Active
LN-016880,CUST-05709,LT-101,2800000,10.29,360,2023-05-26,Active
LN-016881,CUST-07464,LT-103,1360000,10.59,48,2025-01-21,Active
LN-016882,CUST-13849,LT-105,3350000,19.52,36,2025-06-10,Active
LN-016883,CUST-02434,LT-102,780000,14.06,36,2025-06-02,Active
LN-016884,CUST-14619,LT-101,5510000,10.33,180,2025-09-12,Active
LN-016885,CUST-08446,LT-105,1620000,17.07,48,2022-07-20,Active
LN-016886,CUST-10641,LT-102,370000,17.77,48,2024-05-20,Active
LN-016887,CUST-03622,LT-106,1090000,16.27,18,2025-10-31,Active
LN-016888,CUST-04302,LT-105,1080000,14.65,36,2024-09-29,Active
LN-016889,CUST-06554,LT-105,3670000,16.04,84,2025-07-25,Active
LN-016890,CUST-10729,LT-101,3240000,9.27,360,2025-01-13,Active
LN-016891,CUST-03532,LT-102,850000,14.06,60,2023-01-15,Active
LN-016892,CUST-10611,LT-104,650000,15.22,48,2025-10-14,Active
LN-016893,CUST-08449,LT-104,940000,10.76,36,2023-07-25,Active
LN-016894,CUST-13371,LT-102,640000,16.09,48,2023-05-11,Active
LN-016895,CUST-09978,LT-106,1180000,17.81,18,2024-03-09,Fully Paid
LN-016896,CUST-01597,LT-105,4360000,15.19,60,2021-09-10,Active
LN-016897,CUST-14541,LT-102,620000,14.72,36,2023-01-18,Fully Paid
LN-016898,CUST-07122,LT-101,2920000,9.24,240,2024-11-01,Active
LN-016899,CUST-01338,LT-102,390000,13.33,24,2024-10-04,Active
LN-016900,CUST-10857,LT-101,4240000,8.3,240,2023-04-29,Active
LN-016901,CUST-09829,LT-103,830000,10.19,36,2021-08-23,Defaulted
LN-016902,CUST-00439,LT-103,180000,10.43,60,2024-09-10,Active
LN-016903,CUST-05737,LT-101,2400000,10.03,240,2022-01-14,Active
LN-016904,CUST-05263,LT-101,4760000,8.1,180,2025-04-16,Active
LN-016905,CUST-14914,LT-105,3360000,15.76,84,2023-01-27,Active
LN-016906,CUST-09095,LT-103,490000,9.6,60,2025-04-04,Active
LN-016907,CUST-08000,LT-103,1660000,12.24,48,2025-04-18,Active
LN-016908,CUST-05992,LT-101,1130000,7.87,240,2023-02-11,Active
LN-016909,CUST-03408,LT-102,650000,13.29,12,2022-06-12,Fully Paid
LN-016910,CUST-00304,LT-105,3230000,14.71,84,2023-12-07,Active
LN-016911,CUST-11440,LT-104,530000,11.96,48,2022-05-05,Fully Paid
LN-016912,CUST-10425,LT-104,850000,10.74,84,2024-05-21,Active
LN-016913,CUST-02451,LT-105,3220000,17.16,48,2022-07-06,Active
LN-016914,CUST-09618,LT-101,3630000,8.43,180,2023-07-02,Active
LN-016915,CUST-06708,LT-106,280000,17.09,12,2025-09-29,Active
LN-016916,CUST-01414,LT-102,580000,16.18,12,2024-10-12,Fully Paid
LN-016917,CUST-04455,LT-104,1700000,12.6,84,2023-05-16,Defaulted
LN-016918,CUST-11790,LT-102,330000,13.29,48,2022-08-18,Active
LN-016919,CUST-09588,LT-103,760000,10.96,48,2024-11-19,Active
LN-016920,CUST-09855,LT-101,2880000,9.91,360,2025-09-07,Active
LN-016921,CUST-10965,LT-106,1330000,18.99,12,2025-06-22,Fully Paid
LN-016922,CUST-12420,LT-101,5070000,12.29,180,2021-08-20,Active
LN-016923,CUST-00936,LT-103,550000,10.38,60,2024-06-20,Active
LN-016924,CUST-12936,LT-101,3150000,8.86,240,2021-10-28,Active
LN-016925,CUST-14341,LT-102,860000,13.33,60,2021-07-15,Active
LN-016926,CUST-11084,LT-102,550000,14.05,24,2025-09-25,Active
LN-016927,CUST-14063,LT-101,5080000,8.07,120,2021-09-15,Active
LN-016928,CUST-13498,LT-103,780000,10.41,36,2022-02-28,Fully Paid
LN-016929,CUST-09990,LT-102,210000,15.25,36,2025-11-27,Active
LN-016930,CUST-04877,LT-102,870000,13.91,24,2023-05-23,Fully Paid
LN-016931,CUST-01057,LT-102,830000,13.28,48,2023-12-18,Active
LN-016932,CUST-07023,LT-102,680000,14.43,12,2023-04-15,Fully Paid
LN-016933,CUST-07668,LT-102,740000,15.84,24,2024-08-23,Active
LN-016934,CUST-09279,LT-101,2530000,10.77,120,2023-08-24,Active
LN-016935,CUST-05370,LT-105,1390000,17.4,48,2023-10-16,Active
LN-016936,CUST-10277,LT-102,370000,14.93,24,2023-05-22,Fully Paid
LN-016937,CUST-10792,LT-102,790000,13.61,12,2022-09-23,Fully Paid
LN-016938,CUST-02570,LT-103,710000,10.89,36,2023-01-05,Fully Paid
LN-016939,CUST-10684,LT-101,2350000,10.18,360,2021-11-08,Active
LN-016940,CUST-00691,LT-101,6220000,10.46,240,2021-08-13,Active
LN-016941,CUST-03066,LT-101,3060000,7.92,240,2025-10-23,Active
LN-016942,CUST-07606,LT-102,420000,14.62,36,2025-02-03,Active
LN-016943,CUST-09762,LT-103,1100000,10.85,36,2022-08-23,Fully Paid
LN-016944,CUST-12792,LT-103,490000,10.13,84,2024-03-14,Active
LN-016945,CUST-08324,LT-105,1230000,17.67,120,2025-09-07,Active
LN-016946,CUST-10079,LT-101,2700000,9.57,120,2024-10-17,Active
LN-016947,CUST-11178,LT-103,820000,11.98,84,2024-06-27,Active
LN-016948,CUST-11971,LT-104,1030000,10.56,36,2025-11-03,Defaulted
LN-016949,CUST-11301,LT-103,1610000,12.23,48,2025-06-01,Active
LN-016950,CUST-01571,LT-105,1500000,16.35,84,2021-07-19,Active
LN-016951,CUST-04503,LT-102,650000,13.61,36,2022-10-16,Fully Paid
LN-016952,CUST-05379,LT-104,750000,10.68,120,2021-08-09,Active
LN-016953,CUST-13940,LT-101,2420000,9.4,180,2025-02-24,Active
LN-016954,CUST-04314,LT-103,1430000,9.94,84,2025-01-22,Active
LN-016955,CUST-08871,LT-105,1880000,15.52,48,2022-04-15,Fully Paid
LN-016956,CUST-01326,LT-102,450000,13.59,36,2025-01-24,Active
LN-016957,CUST-13265,LT-101,4530000,12.45,240,2022-02-17,Active
LN-016958,CUST-01164,LT-102,260000,13.41,12,2021-08-31,Fully Paid
LN-016959,CUST-09215,LT-105,2170000,15.19,120,2021-08-24,Defaulted
LN-016960,CUST-10093,LT-101,3870000,8.99,240,2025-07-28,Active
LN-016961,CUST-01983,LT-102,830000,18.44,12,2024-01-12,Fully Paid
LN-016962,CUST-07754,LT-105,2410000,15.74,48,2025-03-08,Active
LN-016963,CUST-10262,LT-104,600000,10.53,48,2023-07-07,Active
LN-016964,CUST-02650,LT-102,660000,13.3,12,2025-03-04,Fully Paid
LN-016965,CUST-08411,LT-103,900000,9.13,84,2025-06-21,Active
LN-016966,CUST-04581,LT-101,1650000,8.92,120,2022-11-28,Active
LN-016967,CUST-05525,LT-105,1440000,15.42,60,2022-03-25,Active
LN-016968,CUST-12832,LT-101,3390000,8.22,240,2022-09-06,Active
LN-016969,CUST-08456,LT-102,380000,13.89,36,2023-04-01,Fully Paid
LN-016970,CUST-04930,LT-102,850000,14.6,48,2024-05-08,Active
LN-016971,CUST-08783,LT-104,1730000,10.72,60,2022-02-26,Active
LN-016972,CUST-12103,LT-102,890000,14.15,24,2024-06-20,Fully Paid
LN-016973,CUST-07925,LT-105,1680000,14.87,60,2025-02-16,Active
LN-016974,CUST-04432,LT-101,2620000,10.9,120,2023-07-26,Active
LN-016975,CUST-09616,LT-101,1860000,9.36,180,2024-11-04,Active
LN-016976,CUST-04219,LT-101,3070000,8.73,240,2022-06-22,Active
LN-016977,CUST-00704,LT-101,2550000,8.04,240,2022-10-13,Active
LN-016978,CUST-13790,LT-102,840000,14.02,60,2022-12-15,Active
LN-016979,CUST-00723,LT-101,1710000,9.04,120,2021-09-17,Active
LN-016980,CUST-09443,LT-103,1500000,9.42,36,2024-07-28,Active
LN-016981,CUST-14234,LT-101,2640000,10.09,240,2025-09-24,Active
LN-016982,CUST-02856,LT-102,790000,15.94,60,2024-04-11,Defaulted
LN-016983,CUST-06896,LT-102,580000,16.18,12,2022-01-09,Fully Paid
LN-016984,CUST-03013,LT-102,1160000,14.74,48,2025-06-11,Active
LN-016985,CUST-09055,LT-101,9120000,8.79,180,2024-04-21,Active
LN-016986,CUST-14931,LT-103,350000,10.29,120,2025-01-10,Active
LN-016987,CUST-12778,LT-102,870000,18.01,24,2021-09-22,Fully Paid
LN-016988,CUST-08467,LT-105,2070000,16.85,36,2022-04-20,Fully Paid
LN-016989,CUST-06519,LT-106,690000,18.8,12,2025-11-30,Active
LN-016990,CUST-05679,LT-103,520000,9.89,84,2023-09-16,Active
LN-016991,CUST-12043,LT-102,340000,14.69,48,2021-07-18,Fully Paid
LN-016992,CUST-08849,LT-102,590000,14.24,36,2022-04-16,Fully Paid
LN-016993,CUST-13768,LT-101,3820000,8.82,180,2023-02-25,Active
LN-016994,CUST-00363,LT-103,1370000,11.53,48,2021-06-26,Fully Paid
LN-016995,CUST-14505,LT-102,390000,13.49,60,2025-09-19,Active
LN-016996,CUST-08082,LT-102,390000,14.11,48,2024-02-05,Active
LN-016997,CUST-10761,LT-102,1040000,14.37,48,2025-05-16,Active
LN-016998,CUST-03038,LT-101,6200000,8.86,120,2023-03-01,Active
LN-016999,CUST-00351,LT-103,810000,10.73,36,2023-06-18,Fully Paid
LN-017000,CUST-13570,LT-102,600000,13.4,60,2023-11-09,Active
LN-017001,CUST-00915,LT-103,870000,10.05,60,2025-06-05,Active
LN-017002,CUST-09134,LT-101,1310000,10.99,180,2022-10-24,Active
LN-017003,CUST-10449,LT-103,820000,9.38,36,2024-02-03,Active
LN-017004,CUST-10847,LT-102,630000,13.87,12,2025-03-07,Fully Paid
LN-017005,CUST-00369,LT-101,2860000,12.73,180,2023-07-08,Active
LN-017006,CUST-05825,LT-103,340000,9.86,60,2022-02-21,Active
LN-017007,CUST-07485,LT-101,4870000,11.02,240,2024-05-13,Active
LN-017008,CUST-13143,LT-101,6920000,8.62,120,2022-08-03,Active
LN-017009,CUST-00339,LT-103,400000,10.41,84,2023-08-30,Active
LN-017010,CUST-01317,LT-102,320000,15.18,60,2024-05-14,Active
LN-017011,CUST-09337,LT-101,9000000,9.45,120,2021-10-13,Active
LN-017012,CUST-14803,LT-102,980000,15.59,12,2025-11-29,Active
LN-017013,CUST-08155,LT-105,1740000,19.23,60,2022-06-24,Active
LN-017014,CUST-04674,LT-101,8430000,9.0,360,2023-11-27,Active
LN-017015,CUST-14157,LT-102,500000,14.24,60,2021-06-05,Fully Paid
LN-017016,CUST-03446,LT-104,860000,11.66,48,2021-08-11,Fully Paid
LN-017017,CUST-12496,LT-101,3240000,8.76,120,2021-06-19,Active
LN-017018,CUST-10775,LT-101,3700000,10.51,360,2025-02-01,Active
LN-017019,CUST-10886,LT-102,550000,15.36,12,2021-08-31,Fully Paid
LN-017020,CUST-05273,LT-105,2410000,15.76,84,2023-04-21,Active
LN-017021,CUST-07314,LT-102,160000,13.24,48,2021-06-10,Fully Paid
LN-017022,CUST-05268,LT-104,470000,10.46,120,2023-02-18,Active
LN-017023,CUST-11234,LT-101,4660000,8.52,240,2022-01-11,Active
LN-017024,CUST-02407,LT-102,750000,14.3,12,2023-05-30,Fully Paid
LN-017025,CUST-10775,LT-102,510000,16.1,12,2023-07-27,Fully Paid
LN-017026,CUST-14871,LT-102,590000,13.51,48,2024-10-31,Active
LN-017027,CUST-10108,LT-105,1210000,15.65,84,2023-05-23,Active
LN-017028,CUST-02112,LT-102,990000,14.14,36,2021-07-02,Fully Paid
LN-017029,CUST-05410,LT-105,2090000,14.78,120,2021-09-11,Active
LN-017030,CUST-05634,LT-104,490000,15.13,84,2023-11-28,Defaulted
LN-017031,CUST-13424,LT-104,900000,11.9,60,2022-04-20,Active
LN-017032,CUST-14822,LT-101,5670000,8.09,240,2021-06-09,Active
LN-017033,CUST-11428,LT-102,330000,14.06,12,2025-05-29,Fully Paid
LN-017034,CUST-12442,LT-103,1670000,13.59,84,2022-03-22,Active
LN-017035,CUST-06122,LT-101,2750000,8.79,360,2021-11-28,Active
LN-017036,CUST-14308,LT-102,750000,14.2,48,2023-05-11,Active
LN-017037,CUST-10426,LT-101,3130000,9.45,120,2024-01-23,Active
LN-017038,CUST-06909,LT-101,4120000,8.17,240,2023-01-07,Active
LN-017039,CUST-08196,LT-105,1260000,15.84,84,2024-04-10,Active
LN-017040,CUST-00402,LT-101,4930000,10.81,360,2024-04-07,Active
LN-017041,CUST-11505,LT-102,640000,14.09,24,2022-08-08,Fully Paid
LN-017042,CUST-11266,LT-105,850000,19.74,36,2021-12-12,Fully Paid
LN-017043,CUST-08966,LT-104,910000,11.59,84,2024-10-07,Active
LN-017044,CUST-04400,LT-101,3290000,8.89,240,2025-05-14,Active
LN-017045,CUST-06953,LT-102,240000,14.09,48,2025-06-24,Active
LN-017046,CUST-13402,LT-103,750000,10.28,84,2023-02-26,Active
LN-017047,CUST-09827,LT-103,730000,14.12,84,2022-05-04,Active
LN-017048,CUST-11943,LT-104,1500000,14.36,120,2023-12-01,Active
LN-017049,CUST-00218,LT-101,3930000,9.72,180,2023-12-05,Active
LN-017050,CUST-00024,LT-102,1020000,14.09,24,2023-02-09,Fully Paid
LN-017051,CUST-01703,LT-104,1780000,14.84,36,2021-09-13,Fully Paid
LN-017052,CUST-05562,LT-102,480000,14.21,60,2022-03-16,Active
LN-017053,CUST-11380,LT-103,440000,10.05,36,2021-10-15,Fully Paid
LN-017054,CUST-10704,LT-101,3140000,12.67,180,2024-04-26,Active
LN-017055,CUST-09210,LT-103,1340000,10.4,48,2025-03-15,Active
LN-017056,CUST-01823,LT-101,1740000,10.3,180,2021-09-23,Active
LN-017057,CUST-02093,LT-104,1190000,10.99,48,2025-02-10,Active
LN-017058,CUST-12787,LT-102,120000,13.29,12,2023-02-06,Fully Paid
LN-017059,CUST-03459,LT-102,570000,13.4,12,2025-01-27,Fully Paid
LN-017060,CUST-06229,LT-101,1380000,8.4,240,2025-10-11,Active
LN-017061,CUST-14045,LT-103,800000,9.56,48,2024-10-30,Active
LN-017062,CUST-02497,LT-101,8770000,8.68,360,2023-01-03,Active
LN-017063,CUST-04477,LT-101,4020000,10.78,240,2024-06-01,Defaulted
LN-017064,CUST-11530,LT-101,2990000,9.02,180,2023-04-17,Active
LN-017065,CUST-03068,LT-101,1920000,8.14,240,2023-12-27,Active
LN-017066,CUST-04808,LT-103,1030000,10.56,84,2024-09-04,Active
LN-017067,CUST-10170,LT-102,1130000,13.82,60,2021-08-03,Active
LN-017068,CUST-10577,LT-102,320000,13.96,12,2023-12-09,Fully Paid
LN-017069,CUST-11200,LT-102,610000,13.24,24,2022-06-05,Fully Paid
LN-017070,CUST-04677,LT-102,620000,14.19,24,2022-03-06,Fully Paid
LN-017071,CUST-12857,LT-102,1000000,14.39,36,2023-06-30,Fully Paid
LN-017072,CUST-07922,LT-101,3460000,8.66,180,2022-10-19,Active
LN-017073,CUST-11115,LT-101,3420000,10.13,240,2025-10-17,Active
LN-017074,CUST-00610,LT-101,6170000,8.08,360,2023-02-26,Active
LN-017075,CUST-00077,LT-104,200000,10.93,36,2022-06-21,Fully Paid
LN-017076,CUST-02219,LT-106,720000,16.86,24,2023-10-19,Fully Paid
LN-017077,CUST-14930,LT-103,1720000,12.16,36,2023-02-28,Fully Paid
LN-017078,CUST-05652,LT-101,7180000,9.75,180,2022-06-18,Active
LN-017079,CUST-01903,LT-102,630000,18.43,12,2022-01-07,Fully Paid
LN-017080,CUST-09375,LT-101,3010000,9.35,360,2022-08-28,Active
LN-017081,CUST-11348,LT-101,4530000,9.71,360,2022-06-16,Active
LN-017082,CUST-00652,LT-101,2430000,8.26,360,2024-12-28,Active
LN-017083,CUST-06442,LT-102,470000,14.23,60,2023-04-21,Active
LN-017084,CUST-14685,LT-102,560000,13.52,48,2024-08-12,Active
LN-017085,CUST-10664,LT-101,10700000,8.22,180,2023-10-18,Active
LN-017086,CUST-07348,LT-104,1180000,10.0,120,2025-03-24,Active
LN-017087,CUST-14814,LT-104,2410000,11.23,60,2025-10-21,Active
LN-017088,CUST-02278,LT-104,920000,10.13,60,2025-10-08,Active
LN-017089,CUST-05051,LT-102,630000,14.2,48,2025-11-08,Active
LN-017090,CUST-11378,LT-101,5630000,8.36,180,2025-06-20,Active
LN-017091,CUST-04413,LT-105,2340000,16.26,36,2023-04-13,Fully Paid
LN-017092,CUST-12798,LT-105,2170000,17.51,84,2023-09-21,Active
LN-017093,CUST-06963,LT-102,470000,15.68,48,2023-11-22,Active
LN-017094,CUST-00830,LT-105,4500000,19.45,120,2024-03-18,Active
LN-017095,CUST-10183,LT-101,2320000,7.95,360,2022-04-14,Active
LN-017096,CUST-05891,LT-102,840000,14.21,48,2022-05-15,Fully Paid
LN-017097,CUST-13252,LT-103,820000,9.76,60,2023-02-27,Defaulted
LN-017098,CUST-07751,LT-102,460000,15.17,60,2025-06-16,Active
LN-017099,CUST-11291,LT-104,1200000,10.47,48,2024-04-05,Active
LN-017100,CUST-07940,LT-102,990000,14.43,12,2021-07-13,Fully Paid
LN-017101,CUST-14706,LT-101,2200000,9.98,180,2022-12-07,Defaulted
LN-017102,CUST-02611,LT-104,430000,15.09,48,2025-03-15,Defaulted
LN-017103,CUST-13724,LT-103,660000,9.5,36,2025-02-28,Active
LN-017104,CUST-04707,LT-102,630000,15.58,12,2022-04-18,Fully Paid
LN-017105,CUST-08728,LT-102,890000,13.36,36,2023-09-08,Active
LN-017106,CUST-07852,LT-103,550000,9.54,48,2025-02-11,Active
LN-017107,CUST-07937,LT-103,1360000,11.32,48,2024-02-18,Active
LN-017108,CUST-04733,LT-101,990000,8.7,360,2022-09-15,Active
LN-017109,CUST-07506,LT-103,660000,9.97,60,2024-09-13,Active
LN-017110,CUST-06330,LT-105,1900000,15.34,84,2023-05-26,Active
LN-017111,CUST-03979,LT-101,3130000,8.9,360,2023-03-26,Active
LN-017112,CUST-14712,LT-102,810000,13.17,36,2025-03-08,Active
LN-017113,CUST-00891,LT-102,1000000,13.61,36,2024-03-08,Active
LN-017114,CUST-11243,LT-101,4000000,8.35,240,2023-01-10,Active
LN-017115,CUST-08707,LT-101,2250000,9.12,120,2024-05-20,Active
LN-017116,CUST-03484,LT-104,1460000,10.3,36,2024-07-17,Active
LN-017117,CUST-05461,LT-101,3520000,8.27,240,2024-06-20,Active
LN-017118,CUST-07201,LT-103,1860000,9.92,60,2024-01-22,Active
LN-017119,CUST-02164,LT-102,690000,15.14,24,2024-08-22,Active
LN-017120,CUST-10967,LT-102,1050000,13.21,36,2025-08-11,Active
LN-017121,CUST-08792,LT-102,1060000,15.96,24,2022-11-26,Fully Paid
LN-017122,CUST-09884,LT-103,770000,12.03,48,2021-08-26,Fully Paid
LN-017123,CUST-00486,LT-104,610000,14.2,120,2023-09-17,Active
LN-017124,CUST-10125,LT-101,6420000,8.35,240,2025-04-28,Active
LN-017125,CUST-01549,LT-102,480000,15.23,60,2025-10-28,Active
LN-017126,CUST-14069,LT-101,2710000,8.69,180,2025-08-25,Active
LN-017127,CUST-12852,LT-103,1310000,10.64,120,2021-09-19,Active
LN-017128,CUST-11049,LT-102,610000,13.25,36,2023-02-03,Fully Paid
LN-017129,CUST-00931,LT-104,400000,9.92,120,2024-02-10,Active
LN-017130,CUST-00606,LT-103,570000,9.56,84,2025-09-17,Active
LN-017131,CUST-11733,LT-101,2470000,9.02,180,2021-10-23,Active
LN-017132,CUST-11318,LT-101,2150000,8.24,360,2024-04-29,Active
LN-017133,CUST-13591,LT-103,1240000,9.99,48,2022-07-26,Active
LN-017134,CUST-06842,LT-103,1080000,10.11,36,2025-08-05,Active
LN-017135,CUST-04094,LT-102,380000,13.86,36,2022-12-14,Fully Paid
LN-017136,CUST-04376,LT-101,4430000,9.4,360,2023-04-04,Active
LN-017137,CUST-10502,LT-101,4700000,9.59,240,2025-01-27,Active
LN-017138,CUST-07540,LT-101,3620000,7.97,360,2024-08-13,Active
LN-017139,CUST-05037,LT-101,6760000,10.11,120,2022-03-27,Active
LN-017140,CUST-10282,LT-102,210000,13.2,60,2023-02-22,Active
LN-017141,CUST-12621,LT-102,1100000,13.5,48,2023-06-07,Active
LN-017142,CUST-11057,LT-103,1350000,10.74,84,2025-09-26,Active
LN-017143,CUST-01319,LT-105,2050000,14.99,36,2023-08-04,Active
LN-017144,CUST-08273,LT-103,1370000,9.28,36,2022-12-30,Fully Paid
LN-017145,CUST-00236,LT-103,1520000,10.79,36,2023-01-01,Fully Paid
LN-017146,CUST-13435,LT-104,860000,10.72,60,2022-08-17,Active
LN-017147,CUST-04328,LT-105,2840000,16.43,48,2021-07-19,Fully Paid
LN-017148,CUST-14572,LT-101,2120000,9.05,180,2024-12-22,Active
LN-017149,CUST-12696,LT-103,780000,14.49,60,2025-07-07,Active
LN-017150,CUST-02206,LT-101,3250000,8.38,180,2023-09-10,Active
LN-017151,CUST-00747,LT-106,700000,16.71,36,2024-10-17,Active
LN-017152,CUST-11108,LT-105,1410000,16.05,60,2024-02-02,Active
LN-017153,CUST-02523,LT-102,1010000,14.03,24,2022-03-21,Fully Paid
LN-017154,CUST-02571,LT-103,490000,9.51,120,2025-10-24,Active
LN-017155,CUST-03191,LT-102,540000,16.3,12,2021-10-30,Fully Paid
LN-017156,CUST-00253,LT-104,380000,10.77,60,2022-10-15,Active
LN-017157,CUST-05178,LT-102,220000,14.5,24,2021-07-07,Fully Paid
LN-017158,CUST-12796,LT-101,4130000,10.59,180,2022-04-30,Active
LN-017159,CUST-14221,LT-102,660000,13.57,24,2023-03-04,Fully Paid
LN-017160,CUST-09236,LT-101,2260000,8.42,120,2023-11-04,Active
LN-017161,CUST-07811,LT-104,2050000,10.95,36,2022-08-18,Fully Paid
LN-017162,CUST-14347,LT-101,4810000,8.94,120,2024-07-14,Active
LN-017163,CUST-05641,LT-102,920000,13.45,48,2024-12-02,Active
LN-017164,CUST-07483,LT-101,1170000,9.89,360,2025-10-26,Active
LN-017165,CUST-04083,LT-102,900000,14.11,24,2025-03-28,Active
LN-017166,CUST-03520,LT-106,650000,16.62,12,2021-10-27,Fully Paid
LN-017167,CUST-12733,LT-105,2570000,15.89,48,2024-07-14,Active
LN-017168,CUST-13536,LT-103,2240000,13.67,84,2024-03-01,Active
LN-017169,CUST-07090,LT-103,350000,11.51,84,2022-05-20,Active
LN-017170,CUST-09098,LT-102,840000,15.43,12,2025-03-24,Fully Paid
LN-017171,CUST-12692,LT-101,3240000,8.13,360,2023-08-26,Active
LN-017172,CUST-10691,LT-101,4580000,7.85,360,2023-06-10,Active
LN-017173,CUST-12303,LT-101,4240000,8.03,120,2024-05-19,Active
LN-017174,CUST-03068,LT-102,430000,14.3,12,2024-08-04,Fully Paid
LN-017175,CUST-08213,LT-101,2620000,9.38,240,2021-10-30,Active
LN-017176,CUST-13910,LT-102,220000,15.47,48,2022-11-05,Active
LN-017177,CUST-07868,LT-105,1240000,15.92,36,2021-11-28,Fully Paid
LN-017178,CUST-06196,LT-102,1000000,14.12,36,2025-06-29,Active
LN-017179,CUST-05640,LT-102,1140000,14.51,12,2022-09-10,Fully Paid
LN-017180,CUST-07362,LT-102,930000,13.13,48,2024-12-01,Defaulted
LN-017181,CUST-05897,LT-102,300000,14.04,24,2021-07-18,Fully Paid
LN-017182,CUST-11923,LT-101,1790000,10.85,360,2024-09-19,Active
LN-017183,CUST-05853,LT-104,340000,10.81,84,2021-09-20,Active
LN-017184,CUST-05686,LT-101,3920000,8.28,180,2021-06-28,Active
LN-017185,CUST-02274,LT-101,2150000,9.2,240,2022-01-17,Active
LN-017186,CUST-05438,LT-101,3250000,8.48,360,2023-12-05,Active
LN-017187,CUST-08339,LT-103,1100000,9.93,84,2024-11-03,Active
LN-017188,CUST-06777,LT-101,3880000,13.06,120,2025-01-29,Defaulted
LN-017189,CUST-09134,LT-103,510000,11.23,48,2022-04-13,Fully Paid
LN-017190,CUST-05305,LT-102,710000,15.01,48,2024-10-28,Active
LN-017191,CUST-06295,LT-102,870000,14.13,24,2022-09-02,Fully Paid
LN-017192,CUST-14366,LT-105,2600000,15.32,120,2023-03-01,Active
LN-017193,CUST-08858,LT-101,2430000,8.88,180,2025-01-22,Active
LN-017194,CUST-05900,LT-103,2160000,9.9,84,2023-09-24,Active
LN-017195,CUST-00401,LT-105,1100000,17.06,120,2022-08-31,Active
LN-017196,CUST-11874,LT-101,1990000,8.77,360,2022-12-06,Active
LN-017197,CUST-06983,LT-101,3220000,7.89,240,2022-07-05,Active
LN-017198,CUST-12488,LT-102,650000,14.39,12,2023-05-24,Fully Paid
LN-017199,CUST-06300,LT-106,700000,17.92,36,2022-10-23,Fully Paid
LN-017200,CUST-04381,LT-103,1060000,10.01,84,2023-03-25,Active
LN-017201,CUST-08208,LT-105,1440000,15.14,36,2023-08-25,Active
LN-017202,CUST-07815,LT-101,5070000,8.88,120,2023-11-25,Active
LN-017203,CUST-08604,LT-103,500000,10.18,36,2022-08-29,Fully Paid
LN-017204,CUST-02750,LT-101,6880000,9.62,180,2023-10-10,Active
LN-017205,CUST-10779,LT-102,630000,16.06,12,2022-02-06,Fully Paid
LN-017206,CUST-06568,LT-105,2460000,15.24,120,2021-12-13,Active
LN-017207,CUST-05078,LT-101,2180000,9.0,360,2023-12-02,Active
LN-017208,CUST-14333,LT-101,2300000,12.7,240,2023-02-08,Active
LN-017209,CUST-08359,LT-102,200000,16.11,48,2023-04-19,Defaulted
LN-017210,CUST-07750,LT-101,3850000,8.74,240,2025-11-27,Active
LN-017211,CUST-01828,LT-101,3060000,8.14,180,2021-12-14,Active
LN-017212,CUST-03673,LT-101,7130000,8.58,360,2024-08-31,Active
LN-017213,CUST-00737,LT-101,3380000,8.75,180,2024-05-22,Active
LN-017214,CUST-00841,LT-101,1050000,8.67,120,2021-06-29,Active
LN-017215,CUST-00881,LT-101,2880000,8.35,360,2024-04-09,Active
LN-017216,CUST-02880,LT-101,2790000,8.26,180,2021-06-28,Active
LN-017217,CUST-05627,LT-102,320000,14.78,60,2024-02-02,Active
LN-017218,CUST-05773,LT-102,640000,15.2,60,2023-09-12,Active
LN-017219,CUST-04280,LT-102,550000,13.42,48,2023-08-17,Active
LN-017220,CUST-06639,LT-102,260000,14.79,36,2023-04-08,Fully Paid
LN-017221,CUST-10504,LT-105,3920000,16.32,120,2021-06-11,Defaulted
